cui,name
C3146289,Anatomic bifurcation
C3641675,Carpometacarpal Joint 1
C3665376,Structure of paracolic gutter (body structure)
C3686739,Structure of celomic cavity
C3870603,Anorectal
C4085247,Space of intercostal compartment
C4239574,Set of recesses
C4246408,Retropharyngeal space of neck
C4328868,GABA-ergic synapse
C4684508,L4-L5 Intervertebral Space
C4743721,L5-S1 Intervertebral Space
C4763263,Intersphinteric groove
C5231294,Intra-abdominal proper structure
